Date,Open,High,Low,Close,Adj Close,Volume
2022-06-13,279.000000,286.420013,278.320007,283.320007,268.877411,4218100
2022-06-14,284.329987,289.179993,281.299988,282.540009,268.137115,2487700
2022-06-15,287.160004,294.480011,284.170013,290.070007,275.283295,2725800
2022-06-16,282.679993,286.130005,279.149994,284.980011,270.452789,2777300
2022-06-17,282.130005,286.260010,278.149994,279.790009,265.527344,5234400
2022-06-21,287.769989,288.070007,282.980011,284.809998,270.291412,2506300
2022-06-22,282.290009,286.010010,281.040009,284.540009,270.035126,2463100
2022-06-23,283.760010,286.589996,278.929993,286.170013,271.582092,2547000
2022-06-24,291.000000,303.130005,290.000000,302.750000,287.316895,3984300
2022-06-27,303.059998,304.320007,298.880005,300.779999,285.447327,2091700
2022-06-28,305.899994,308.970001,299.179993,299.489990,284.223022,2276600
2022-06-29,303.369995,307.440002,299.910004,303.279999,287.819885,2475900
2022-06-30,296.579987,300.329987,292.230011,297.019989,281.878967,2669500
2022-07-01,295.269989,300.329987,291.720001,299.230011,283.976379,1749400
2022-07-05,293.000000,297.350006,288.359985,297.200012,282.049805,2480900
2022-07-06,296.269989,297.339996,290.600006,293.760010,278.785187,1774500
2022-07-07,297.660004,299.070007,293.600006,298.600006,283.378448,2046500
2022-07-08,300.500000,300.890015,295.070007,296.470001,281.357086,1438900
2022-07-11,293.200012,296.540009,291.880005,293.179993,278.234741,1519400
2022-07-12,289.709991,299.079987,289.510010,292.529999,277.617859,1772600
2022-07-13,290.510010,291.190002,285.809998,290.149994,275.359192,1884100
2022-07-14,284.239990,284.239990,277.839996,281.589996,267.235596,3171900
2022-07-15,286.500000,296.429993,285.149994,293.869995,278.889557,3457600
2022-07-18,305.760010,311.250000,298.709991,301.260010,285.902863,6767900
2022-07-19,303.589996,319.140015,303.500000,318.049988,301.836945,5641100
2022-07-20,317.279999,322.170013,316.309998,321.450012,305.063629,3489800
2022-07-21,320.510010,327.160004,319.850006,326.540009,309.894165,2518800
2022-07-22,327.109985,329.049988,322.190002,323.929993,307.417236,1830300
2022-07-25,325.970001,327.290009,322.600006,324.119995,307.597504,4024500
2022-07-26,321.769989,324.290009,317.760010,318.549988,302.311432,2054700
2022-07-27,320.290009,326.390015,318.380005,324.540009,307.996124,2081900
2022-07-28,325.299988,329.980011,321.890015,329.109985,312.333160,1820700
2022-07-29,329.500000,335.179993,329.500000,333.390015,316.394989,2112200
2022-08-01,331.730011,334.799988,329.010010,332.079987,315.151764,1476500
2022-08-02,329.500000,331.829987,327.220001,327.880005,311.165863,1862900
2022-08-03,332.070007,335.510010,329.619995,333.170013,316.186188,1770600
2022-08-04,333.279999,334.299988,330.619995,331.869995,314.952484,1533400
2022-08-05,330.899994,336.910004,329.670013,334.670013,317.609711,1876400
2022-08-08,337.109985,338.839996,334.339996,334.679993,317.619202,1460000
2022-08-09,336.149994,338.170013,334.570007,336.619995,319.460358,1587900
2022-08-10,341.359985,349.700012,341.350006,347.910004,330.174805,2459500
2022-08-11,350.000000,356.049988,349.779999,351.679993,333.752563,2360800
2022-08-12,353.440002,354.559998,350.149994,353.820007,335.783539,2369000
2022-08-15,351.000000,358.619995,349.049988,355.850006,337.710083,2045700
2022-08-16,352.989990,356.470001,352.019989,354.970001,336.874939,1740900
2022-08-17,351.899994,355.589996,350.769989,353.739990,335.707611,1576300
2022-08-18,352.660004,355.100006,350.859985,354.519989,336.447784,1102200
2022-08-19,351.000000,351.859985,347.500000,349.269989,331.465454,1812300
2022-08-22,342.440002,344.529999,340.760010,342.420013,324.964630,1723900
2022-08-23,341.950012,344.070007,339.029999,340.179993,322.838867,1538000
2022-08-24,339.019989,344.320007,338.489990,341.940002,324.509155,1530800
2022-08-25,344.450012,346.859985,342.109985,346.489990,328.827179,1763900
2022-08-26,348.339996,348.739990,336.000000,336.399994,319.251526,1703900
2022-08-29,333.920013,336.399994,332.010010,333.920013,316.898010,1835600
2022-08-30,335.000000,336.010010,331.179993,333.630005,316.622742,1830300
2022-08-31,331.549988,335.140015,329.679993,332.670013,318.095276,2488000
2022-09-01,329.869995,333.690002,324.619995,333.500000,318.888885,1575100
2022-09-02,334.679993,340.320007,329.970001,331.480011,316.957428,2215400
2022-09-06,332.320007,333.250000,323.459991,326.489990,312.186005,1578100
2022-09-07,324.250000,332.160004,323.250000,330.559998,316.077698,1496600
2022-09-08,330.290009,335.809998,327.359985,335.380005,320.686554,1755600
2022-09-09,337.980011,341.029999,337.029999,340.100006,325.199738,1445600
2022-09-12,341.660004,344.369995,340.089996,342.579987,327.571075,1563200
2022-09-13,336.079987,336.519989,326.829987,328.390015,314.002808,2242100
2022-09-14,328.450012,330.929993,323.500000,327.260010,312.922272,1953300
2022-09-15,328.730011,335.279999,327.589996,331.619995,317.091309,1489400
2022-09-16,326.380005,329.000000,319.790009,326.209991,311.918274,2946800
2022-09-19,320.570007,329.290009,320.540009,328.660004,314.260956,1652700
2022-09-20,325.700012,326.799988,320.010010,323.260010,309.097534,1569900
2022-09-21,324.920013,329.790009,320.630005,320.709991,306.659210,1796700
2022-09-22,322.320007,323.390015,311.200012,312.920013,299.210541,2239900
2022-09-23,307.549988,309.790009,297.459991,301.970001,288.740234,2918500
2022-09-26,299.000000,302.100006,292.309998,294.619995,281.712280,2308800
2022-09-27,297.500000,299.149994,288.619995,291.380005,278.614258,2007400
2022-09-28,294.000000,302.410004,292.459991,300.790009,287.611969,2289700
2022-09-29,297.070007,299.350006,291.549988,296.109985,283.137024,1930800
2022-09-30,296.000000,301.089996,292.700012,293.049988,280.211060,1970800
2022-10-03,297.170013,301.230011,291.100006,299.149994,286.043854,1938800
2022-10-04,306.799988,315.160004,305.880005,314.869995,301.075134,2399500
2022-10-05,306.579987,310.209991,303.600006,309.000000,295.462250,1992800
2022-10-06,307.390015,309.079987,303.420013,304.670013,291.322021,1367400
2022-10-07,304.000000,305.149994,299.149994,301.079987,287.889252,1790100
2022-10-10,303.630005,304.720001,298.429993,300.540009,287.372925,1309600
2022-10-11,298.010010,302.519989,293.920013,294.209991,281.320251,2392800
2022-10-12,293.989990,299.779999,291.709991,295.309998,282.372040,1763800
2022-10-13,290.420013,308.760010,287.750000,307.070007,293.616852,2724900
2022-10-14,307.459991,311.619995,299.070007,299.989990,286.847015,2397600
2022-10-17,304.410004,311.619995,304.140015,306.709991,293.272552,3118600
2022-10-18,321.670013,324.480011,312.000000,313.850006,300.099762,6428600
2022-10-19,312.609985,314.790009,308.059998,311.760010,298.101379,2363800
2022-10-20,312.100006,316.049988,309.000000,310.809998,297.192993,2382300
2022-10-21,311.000000,325.769989,309.489990,325.100006,310.856903,3545700
2022-10-24,328.500000,331.239990,325.850006,328.700012,314.299225,2232600
2022-10-25,327.859985,333.600006,325.920013,332.399994,317.837097,1837700
2022-10-26,334.519989,338.670013,334.140015,335.690002,320.982941,2176700
2022-10-27,339.309998,341.929993,336.529999,337.179993,322.407684,1998800
2022-10-28,338.519989,342.579987,336.000000,341.820007,326.844391,1677100
2022-10-31,341.070007,346.179993,340.570007,344.510010,329.416565,2224000
2022-11-01,345.130005,348.690002,343.769989,348.579987,333.308228,2316600
2022-11-02,347.619995,357.440002,346.739990,349.790009,334.465240,3221200
2022-11-03,347.500000,350.670013,342.589996,348.869995,333.585480,2515600
2022-11-04,354.000000,358.380005,351.230011,357.910004,342.229462,3172700
2022-11-07,360.010010,362.959991,358.519989,362.559998,346.675781,2526900
2022-11-08,362.299988,367.190002,361.459991,364.019989,348.071777,3501300
2022-11-09,362.950012,367.149994,360.880005,362.000000,346.140289,3047200
2022-11-10,370.000000,380.429993,369.739990,378.309998,361.735718,3790400
2022-11-11,380.000000,387.000000,378.750000,385.170013,368.295197,3409100
2022-11-14,384.000000,387.299988,380.500000,382.359985,365.608276,2609100
2022-11-15,385.980011,389.579987,380.649994,382.880005,366.105499,3192400
2022-11-16,383.209991,385.399994,380.010010,382.329987,365.579590,2303700
2022-11-17,377.149994,381.720001,375.010010,379.779999,363.141327,2297600
2022-11-18,381.279999,382.829987,377.390015,379.200012,362.586761,2384500
2022-11-21,378.899994,380.769989,375.420013,380.209991,363.552490,1877500
2022-11-22,381.399994,385.829987,381.399994,383.869995,367.052094,2019400
2022-11-23,383.899994,388.200012,383.410004,386.250000,369.327820,1865400
2022-11-25,385.760010,389.440002,385.179993,388.859985,371.823517,1129300
2022-11-28,385.429993,388.390015,380.890015,382.359985,365.608276,2232200
2022-11-29,381.130005,384.929993,379.260010,383.709991,366.899139,1746900
2022-11-30,382.500000,386.149994,375.100006,386.149994,371.653656,2964100
2022-12-01,386.500000,386.500000,380.450012,383.809998,369.401520,1706300
2022-12-02,381.519989,382.519989,378.399994,380.579987,366.292786,1932300
2022-12-05,378.549988,378.869995,369.309998,371.540009,357.592133,2329600
2022-12-06,369.480011,370.369995,360.329987,362.910004,349.286133,3081900
2022-12-07,362.489990,365.299988,358.149994,359.920013,346.408356,2128200
2022-12-08,362.029999,362.589996,356.059998,358.079987,344.637451,1967800
2022-12-09,356.709991,361.640015,356.209991,359.140015,345.657684,1588800
2022-12-12,358.570007,364.010010,356.339996,363.179993,349.545990,1750400
2022-12-13,374.630005,378.559998,365.510010,368.690002,354.849152,3062600
2022-12-14,367.010010,368.829987,359.450012,360.380005,346.851074,2519700
2022-12-15,354.480011,356.109985,347.940002,349.829987,336.697144,3163700
2022-12-16,345.079987,347.779999,343.410004,346.350006,333.347778,5008800
2022-12-19,346.269989,348.399994,342.630005,344.609985,331.673096,1646700
2022-12-20,345.989990,347.420013,343.489990,344.489990,331.557617,1623000
2022-12-21,348.260010,350.880005,346.890015,350.160004,337.014801,1923100
2022-12-22,347.160004,348.049988,339.880005,345.579987,332.606720,1528900
2022-12-23,344.839996,347.760010,343.109985,345.510010,332.539368,1062000
2022-12-27,346.510010,347.750000,341.790009,341.970001,329.132263,1035000
2022-12-28,340.500000,342.850006,339.299988,340.869995,328.073517,1117200
2022-12-29,342.440002,344.640015,341.239990,343.429993,330.537445,1273600
2022-12-30,341.739990,343.690002,339.399994,343.380005,330.489258,1031400
2023-01-03,345.500000,348.600006,342.809998,346.220001,333.222656,1589700
2023-01-04,348.029999,350.309998,345.079987,347.700012,334.647125,1881000
2023-01-05,344.250000,345.140015,340.140015,343.760010,330.855011,1397800
2023-01-06,347.299988,349.000000,340.950012,348.079987,335.012787,3097800
2023-01-09,351.880005,356.500000,349.500000,353.000000,339.748138,1989000
2023-01-10,352.640015,357.500000,350.500000,357.359985,343.944489,1610100
2023-01-11,358.869995,365.500000,356.209991,364.480011,350.797211,2127000
2023-01-12,366.239990,370.100006,362.570007,369.940002,356.052216,2103100
2023-01-13,363.489990,374.350006,362.359985,374.000000,359.959808,3310200
2023-01-17,364.799988,366.790009,344.000000,349.920013,336.783813,14448300
2023-01-18,348.320007,354.790009,347.799988,349.089996,335.984955,5585200
2023-01-19,346.029999,352.160004,345.519989,350.750000,337.582642,3100400
2023-01-20,349.869995,352.250000,338.209991,341.839996,329.007080,11247200
2023-01-23,341.670013,349.559998,336.160004,349.140015,336.033081,4915700
2023-01-24,340.000000,350.299988,340.000000,348.329987,335.253479,2372000
2023-01-25,344.750000,349.959991,343.899994,349.630005,336.504669,1985200
2023-01-26,351.730011,355.000000,349.519989,354.970001,341.644196,1919200
2023-01-27,351.950012,355.989990,351.829987,353.700012,340.421906,2427400
2023-01-30,353.290009,362.329987,352.399994,357.459991,344.040680,3184500
2023-01-31,359.160004,365.920013,356.859985,365.809998,352.077271,2311500
2023-02-01,359.100006,368.940002,358.760010,365.709991,351.980988,2889400
2023-02-02,368.000000,372.890015,364.549988,369.470001,355.599854,2619600
2023-02-03,365.619995,374.570007,365.440002,369.950012,356.061859,2243100
2023-02-06,369.000000,371.260010,365.779999,370.799988,356.879944,1816200
2023-02-07,368.170013,376.309998,367.339996,374.399994,360.344788,2205500
2023-02-08,372.920013,378.350006,371.980011,375.100006,361.018524,1893200
2023-02-09,377.040009,379.679993,367.799988,367.989990,354.175415,2052500
2023-02-10,367.000000,372.230011,364.559998,371.279999,357.341888,1933400
2023-02-13,369.089996,375.059998,368.000000,374.019989,359.979034,1570600
2023-02-14,373.940002,377.049988,369.380005,371.779999,357.823151,2155500
2023-02-15,368.739990,374.369995,368.250000,374.339996,360.287048,1687200
2023-02-16,370.750000,374.250000,368.799988,370.200012,356.302460,1947800
2023-02-17,368.049988,371.059998,366.859985,368.500000,354.666290,1857300
2023-02-21,366.720001,366.720001,360.089996,361.119995,347.563324,2403000
2023-02-22,361.630005,363.000000,358.040009,360.890015,347.341980,2203800
2023-02-23,363.200012,367.880005,359.609985,363.540009,349.892487,1931400
2023-02-24,360.170013,365.179993,359.529999,363.850006,350.190796,2428600
2023-02-27,368.220001,370.299988,364.510010,365.529999,351.807800,2842400
2023-02-28,366.000000,366.010010,351.329987,351.649994,338.448822,4945600
2023-03-01,349.390015,352.540009,345.959991,346.230011,335.618317,2717400
2023-03-02,343.989990,349.779999,340.489990,349.100006,338.400360,3259800
2023-03-03,350.640015,357.769989,349.559998,357.089996,346.145477,2396200
2023-03-06,358.059998,358.859985,353.730011,357.049988,346.106689,1614200
2023-03-07,355.549988,356.200012,345.630005,346.079987,335.472961,2048500
2023-03-08,346.190002,349.690002,345.170013,349.290009,338.584534,1584600
2023-03-09,349.200012,354.290009,341.049988,342.089996,331.605225,3177800
2023-03-10,338.869995,339.929993,326.029999,327.670013,317.627167,4559700
2023-03-13,319.670013,326.109985,314.540009,315.510010,305.839874,5660700
2023-03-14,324.769989,326.380005,318.950012,322.149994,312.276337,3785900
2023-03-15,310.769989,312.510010,304.410004,312.190002,302.621643,6596700
2023-03-16,309.000000,318.320007,304.920013,315.089996,305.432739,4399100
2023-03-17,310.089996,310.399994,301.869995,303.540009,294.236755,6369800
2023-03-20,306.779999,312.200012,306.260010,309.529999,300.043152,3963700
2023-03-21,317.619995,320.320007,315.350006,317.279999,307.555603,3242400
2023-03-22,317.279999,322.220001,313.489990,313.670013,304.056305,2505900
2023-03-23,315.209991,321.359985,312.640015,314.850006,305.200104,2585900
2023-03-24,310.149994,312.750000,305.359985,312.570007,302.989990,2456700
2023-03-27,318.619995,320.899994,317.170013,318.529999,308.767303,2300600
2023-03-28,319.089996,320.609985,316.119995,318.440002,308.680084,1224300
2023-03-29,322.500000,322.709991,318.679993,320.720001,310.890198,1475900
2023-03-30,324.559998,324.869995,319.880005,321.140015,311.297333,1456300
2023-03-31,323.470001,327.329987,322.420013,327.109985,317.084320,2281100
2023-04-03,326.140015,328.980011,323.149994,326.519989,316.512421,1808800
2023-04-04,326.820007,326.869995,320.119995,322.649994,312.761047,1536800
2023-04-05,319.619995,322.200012,319.369995,321.529999,311.675354,1329300
2023-04-06,320.380005,323.230011,319.980011,322.399994,312.518707,1311000
2023-04-10,322.399994,324.989990,321.309998,324.959991,315.000214,1114400
2023-04-11,326.049988,329.200012,323.670013,327.369995,317.336395,1559600
2023-04-12,331.720001,332.070007,327.179993,330.239990,320.118408,1862400
2023-04-13,330.079987,332.940002,327.000000,332.130005,321.950470,1765500
2023-04-14,336.529999,339.630005,334.320007,336.920013,326.593689,2275700
2023-04-17,336.000000,340.450012,333.679993,339.679993,329.269073,3012100
2023-04-18,328.000000,336.549988,326.130005,333.910004,323.675934,7549500
2023-04-19,332.980011,336.989990,331.670013,336.890015,326.564606,2625400
2023-04-20,334.950012,339.309998,334.320007,338.709991,328.328827,2217900
2023-04-21,339.000000,342.359985,336.000000,341.660004,331.188385,2278900
2023-04-24,341.989990,345.059998,341.529999,343.959991,333.417877,1966300
2023-04-25,341.000000,343.470001,338.329987,339.480011,329.075226,2138200
2023-04-26,337.579987,340.600006,334.640015,336.559998,326.244720,2041900
2023-04-27,340.140015,343.359985,338.760010,341.600006,331.130249,1768200
2023-04-28,340.049988,344.100006,339.700012,343.440002,332.913818,1712500
2023-05-01,344.049988,347.459991,340.369995,340.570007,330.131805,1375000
2023-05-02,339.010010,339.890015,330.000000,333.369995,323.152496,2397600
2023-05-03,332.359985,334.829987,328.250000,328.649994,318.577148,1825400
2023-05-04,325.950012,326.980011,318.559998,321.260010,311.413635,2965100
2023-05-05,325.059998,327.869995,322.420013,327.019989,316.997070,2412900
2023-05-08,329.640015,330.299988,325.670013,326.510010,316.502747,1607300
2023-05-09,325.040009,327.179993,323.299988,324.769989,314.816040,1253300
2023-05-10,329.920013,329.920013,319.079987,322.549988,312.664093,1752200
2023-05-11,319.660004,321.940002,318.179993,320.720001,310.890198,1515200
2023-05-12,322.040009,323.220001,317.320007,319.500000,309.707550,1098800
2023-05-15,320.420013,323.250000,318.059998,322.070007,312.198822,1178200
2023-05-16,322.500000,323.070007,320.500000,320.809998,310.977448,1618900
2023-05-17,322.660004,330.390015,322.660004,330.179993,320.060272,2098100
2023-05-18,330.000000,330.600006,325.660004,329.579987,319.478607,1645400
2023-05-19,330.000000,331.950012,324.790009,326.149994,316.153748,1545600
2023-05-22,326.149994,327.339996,322.429993,324.920013,314.961487,1498900
2023-05-23,323.600006,327.140015,322.809998,323.570007,313.652863,1550900
2023-05-24,320.390015,321.899994,318.799988,319.809998,310.008057,1439100
2023-05-25,318.920013,325.179993,318.799988,323.880005,313.953339,1618500
2023-05-26,324.720001,332.869995,324.000000,332.010010,321.834167,2718700
2023-05-30,332.079987,332.529999,327.730011,330.829987,320.690308,1998600
2023-05-31,326.070007,327.250000,321.820007,323.899994,316.363403,2938000
2023-06-01,324.510010,324.679993,314.019989,316.399994,309.037903,3339700
2023-06-02,318.239990,325.269989,317.049988,323.649994,316.119202,3987700
2023-06-05,322.929993,323.489990,320.320007,321.809998,314.322052,1462900
2023-06-06,322.429993,328.070007,321.399994,326.799988,319.195892,1495600
2023-06-07,327.640015,337.839996,326.320007,335.750000,327.937653,3382700
2023-06-08,335.359985,336.329987,331.339996,335.470001,327.664185,2009500
2023-06-09,335.209991,336.200012,332.540009,336.019989,328.201355,1702100
2023-06-12,338.440002,340.089996,336.350006,339.489990,331.590637,2290800
2023-06-13,340.200012,345.279999,339.450012,342.500000,334.530609,1772400
2023-06-14,344.779999,347.730011,337.230011,338.420013,330.545563,1819400
2023-06-15,337.320007,344.000000,335.700012,339.739990,331.834808,3322700
2023-06-16,341.380005,341.399994,337.109985,338.309998,330.438080,4542800
2023-06-20,335.320007,335.380005,329.230011,330.720001,323.024719,3208100
2023-06-21,328.450012,330.000000,324.920013,325.070007,317.506195,2158700
2023-06-22,323.690002,324.260010,319.010010,319.579987,312.143921,2409100
2023-06-23,316.559998,317.709991,314.070007,314.709991,307.387238,2609200
2023-06-26,315.130005,316.640015,312.170013,312.359985,305.091919,2481000
2023-06-27,312.410004,315.679993,310.559998,313.450012,306.156555,2156800
2023-06-28,311.720001,314.899994,310.690002,313.660004,306.361694,2423500
2023-06-29,317.850006,325.500000,316.250000,323.089996,315.572235,3553600
2023-06-30,325.820007,326.029999,322.450012,322.540009,315.035034,2361200
2023-07-03,322.410004,329.399994,322.410004,326.609985,319.010315,1106800
2023-07-05,323.950012,324.609985,319.630005,320.049988,312.602936,2561000
2023-07-06,318.000000,318.640015,312.839996,313.000000,305.717010,2896900
2023-07-07,313.200012,317.369995,312.700012,315.170013,307.836548,2901200
2023-07-10,316.670013,320.079987,316.000000,316.470001,309.106293,1775800
2023-07-11,318.829987,321.040009,314.579987,320.880005,313.413666,2042600
2023-07-12,324.579987,333.350006,324.250000,326.399994,318.805206,2741300
2023-07-13,327.350006,329.279999,325.690002,328.679993,321.032166,2787800
2023-07-14,331.989990,332.480011,325.019989,326.190002,318.600128,1814800
2023-07-17,325.890015,327.489990,324.359985,327.200012,319.586639,1777400
2023-07-18,327.299988,338.250000,327.299988,337.269989,329.422302,3899100
2023-07-19,338.000000,345.880005,331.299988,340.549988,332.626007,6037400
2023-07-20,339.160004,351.679993,339.160004,350.859985,342.696075,3915000
2023-07-21,351.779999,355.079987,346.779999,351.959991,343.770508,3216300
2023-07-24,352.829987,361.619995,352.000000,358.929993,350.578308,3517500
2023-07-25,357.420013,360.820007,353.980011,354.700012,346.446747,2893000
2023-07-26,354.489990,360.260010,354.279999,357.559998,349.240173,2281600
2023-07-27,358.130005,360.540009,354.170013,354.510010,346.261169,2010800
2023-07-28,356.109985,356.500000,351.609985,353.230011,345.010956,1827400
2023-07-31,354.880005,357.200012,354.019989,355.869995,347.589508,1385500
2023-08-01,354.000000,357.869995,353.390015,357.720001,349.396484,2024300
2023-08-02,354.989990,354.989990,348.869995,351.100006,342.930511,2106600
2023-08-03,349.989990,355.209991,348.619995,353.160004,344.942566,1840400
2023-08-04,353.339996,358.730011,352.510010,353.220001,345.001190,1724700
2023-08-07,355.399994,357.670013,353.920013,355.559998,347.286743,1260300
2023-08-08,351.700012,352.000000,342.029999,348.260010,340.156586,1917300
2023-08-09,346.820007,348.459991,342.489990,342.690002,334.716187,1326000
2023-08-10,344.070007,347.260010,339.799988,340.399994,332.479462,1345900
2023-08-11,339.929993,341.790009,337.549988,340.730011,332.801788,1256800
2023-08-14,337.410004,338.450012,334.859985,337.739990,329.881378,1347000
2023-08-15,333.299988,334.029999,330.480011,332.209991,324.480042,1657800
2023-08-16,330.540009,332.920013,328.970001,329.109985,321.452148,3340300
2023-08-17,330.000000,333.989990,324.000000,327.519989,319.899170,3135200
2023-08-18,324.320007,327.619995,323.200012,324.929993,317.369415,1730100
2023-08-21,325.390015,326.390015,319.390015,322.059998,314.566223,1983500
2023-08-22,322.480011,322.640015,318.309998,318.790009,311.372284,1810300
2023-08-23,320.619995,322.450012,318.000000,322.329987,314.829926,1429000
2023-08-24,322.149994,327.489990,319.510010,319.959991,312.515076,1185600
2023-08-25,320.799988,322.720001,318.190002,320.149994,312.700653,1159600
2023-08-28,321.339996,326.600006,321.339996,325.970001,318.385223,1440100
2023-08-29,325.559998,332.700012,324.679993,332.549988,324.812103,1831700
2023-08-30,330.000000,331.910004,327.649994,328.579987,323.610565,1131500
2023-08-31,329.410004,330.489990,325.959991,327.709991,322.753723,1271100
2023-09-01,329.670013,331.619995,326.209991,327.399994,322.448425,1201400
2023-09-05,327.339996,328.480011,322.630005,323.750000,318.853607,1846000
2023-09-06,322.309998,324.140015,319.309998,321.130005,316.273254,2120800
2023-09-07,320.619995,324.220001,320.130005,321.959991,317.090698,1471100
2023-09-08,321.920013,325.970001,321.660004,325.519989,320.596832,2026400
2023-09-11,328.260010,330.149994,324.290009,324.649994,319.740021,1283100
2023-09-12,324.010010,335.279999,324.000000,330.899994,325.895508,2054700
2023-09-13,333.500000,337.010010,330.820007,334.980011,329.913788,2165000
2023-09-14,339.000000,345.119995,336.850006,344.570007,339.358765,2822700
2023-09-15,345.149994,346.190002,341.859985,342.540009,337.359467,3058800
2023-09-18,342.540009,344.260010,339.269989,343.320007,338.127655,1356600
2023-09-19,343.459991,344.970001,337.970001,341.890015,336.719299,1660200
2023-09-20,342.609985,343.799988,336.290009,336.700012,331.607788,1224400
2023-09-21,334.500000,334.690002,330.079987,330.239990,325.245453,1685100
2023-09-22,330.100006,331.540009,326.829987,327.890015,322.931030,1669100
2023-09-25,327.070007,329.290009,325.279999,328.839996,323.866638,833300
2023-09-26,325.609985,327.429993,322.420013,323.820007,318.922577,1481800
2023-09-27,324.980011,325.000000,318.980011,321.950012,317.080841,1493000
2023-09-28,320.209991,326.839996,320.209991,325.200012,320.281708,1389600
2023-09-29,327.200012,327.959991,322.269989,323.570007,318.676361,1403900
2023-10-02,322.029999,323.579987,317.100006,318.500000,313.683044,1303800
2023-10-03,315.269989,315.679993,304.390015,306.119995,301.490234,3118600
2023-10-04,304.850006,309.059998,303.480011,308.600006,303.932770,1872000
2023-10-05,307.359985,310.549988,304.209991,310.500000,305.804016,1584600
2023-10-06,308.109985,315.320007,307.170013,312.480011,307.754089,1595100
2023-10-09,308.899994,313.480011,308.369995,312.609985,307.882080,1094400
2023-10-10,314.470001,316.850006,312.290009,314.769989,310.009430,1193800
2023-10-11,315.429993,316.630005,311.600006,313.019989,308.285889,1672500
2023-10-12,314.149994,314.250000,308.019989,309.850006,305.163849,1727700
2023-10-13,312.000000,316.179993,308.170013,309.299988,304.622162,1785200
2023-10-16,313.179993,315.899994,310.250000,314.390015,309.635223,2273900
2023-10-17,313.380005,316.179993,305.910004,309.359985,304.681244,4123000
2023-10-18,307.000000,307.220001,301.480011,301.959991,297.393188,3460300
2023-10-19,301.959991,305.339996,298.630005,299.190002,294.665070,3211800
2023-10-20,298.500000,303.250000,298.100006,300.049988,295.512054,2328700
2023-10-23,298.290009,303.549988,298.190002,299.220001,294.694611,2959800
2023-10-24,300.000000,303.100006,299.079987,299.179993,294.655212,1697100
2023-10-25,298.600006,300.000000,295.029999,296.760010,292.271851,1809300
2023-10-26,296.959991,300.140015,294.779999,296.989990,292.498352,2011200
2023-10-27,297.549988,298.269989,289.359985,289.910004,285.525421,2601700
2023-10-30,293.450012,301.809998,293.290009,300.829987,296.280243,3065200
2023-10-31,301.679993,304.290009,300.700012,303.609985,299.018188,2611000
2023-11-01,303.329987,308.250000,302.839996,307.160004,302.514557,2345400
2023-11-02,309.690002,314.540009,308.000000,313.760010,309.014740,2597000
2023-11-03,318.459991,329.329987,317.929993,327.619995,322.665100,3740800
2023-11-06,326.660004,328.899994,322.100006,323.910004,319.011200,2087600
2023-11-07,322.130005,326.390015,321.290009,323.950012,319.050598,1505000
2023-11-08,323.950012,326.660004,323.670013,324.559998,319.651398,1484400
2023-11-09,326.000000,326.649994,319.660004,320.779999,315.928528,1787900
2023-11-10,323.320007,326.059998,321.649994,325.510010,320.587036,1781400
2023-11-13,324.160004,328.720001,323.529999,326.910004,321.965851,1403300
2023-11-14,333.529999,341.779999,332.470001,338.720001,333.597229,3592700
2023-11-15,339.899994,341.079987,335.339996,337.600006,332.494171,2534500
2023-11-16,337.760010,339.750000,335.010010,336.670013,331.578217,1620400
2023-11-17,339.500000,340.450012,338.119995,339.190002,334.060120,1465200
2023-11-20,340.000000,341.320007,337.500000,339.450012,334.316193,3146000
2023-11-21,338.359985,339.089996,334.549988,334.970001,329.903931,1900900
2023-11-22,336.940002,338.910004,335.369995,338.640015,333.518433,1235200
2023-11-24,338.799988,340.269989,337.640015,339.149994,334.020691,460100
2023-11-27,339.190002,340.019989,335.739990,337.709991,332.602478,1250500
2023-11-28,337.380005,338.399994,334.869995,337.649994,332.543396,1419000
2023-11-29,337.000000,343.529999,336.510010,340.260010,337.865692,2038100
2023-11-30,341.679993,344.760010,340.089996,341.540009,339.136688,1903600
2023-12-01,341.459991,348.890015,340.420013,348.429993,345.978210,3622800
2023-12-04,346.299988,350.489990,345.290009,349.390015,346.931458,2178100
2023-12-05,346.600006,346.829987,340.540009,341.750000,339.345215,2429700
2023-12-06,343.510010,347.000000,341.600006,341.970001,339.563660,1869300
2023-12-07,343.709991,344.690002,342.000000,344.619995,342.195007,2162400
2023-12-08,344.309998,352.290009,343.779999,350.829987,348.361298,2238800
2023-12-11,351.440002,353.029999,349.049988,351.760010,349.284790,1636000
2023-12-12,351.410004,354.000000,349.579987,352.609985,350.128784,1597600
2023-12-13,352.940002,362.850006,351.600006,362.730011,360.177582,2876500
2023-12-14,366.500000,386.200012,365.000000,383.470001,380.771637,5376300
2023-12-15,380.190002,385.899994,379.320007,380.510010,377.832489,4521600
2023-12-18,381.260010,382.760010,375.910004,376.399994,373.751373,2740900
2023-12-19,376.010010,383.769989,374.549988,382.450012,379.758820,2091800
2023-12-20,380.730011,385.130005,377.250000,377.519989,374.863495,1836500
2023-12-21,380.049988,381.489990,377.010010,380.570007,377.892059,1301600
2023-12-22,382.000000,383.489990,379.410004,380.649994,377.971466,1538200
2023-12-26,380.649994,382.609985,380.049988,381.609985,378.924713,837300
2023-12-27,381.200012,385.750000,380.309998,384.480011,381.774536,1367200
